Category,Product_ID,Sales_Quantity,Sales_Price,Sale_Date
Groceries,760397,48,651.25,2023-11-15
Electronics,595096,69,102.43,2024-05-04
Electronics,530505,67,119.42,2024-02-06
Clothing,082518,35,201.86,2023-11-10
Electronics,565602,63,896.63,2023-11-20
Electronics,959021,82,279.09,2023-10-14
Electronics,369449,24,881.14,2023-09-29
Home Appliances,270510,91,991.04,2023-06-12
Groceries,455146,21,898.62,2023-09-18
Electronics,417359,87,261.78,2023-07-14
Electronics,935775,60,845.38,2023-06-22
Electronics,984037,6,785.44,2023-12-31
Groceries,681187,29,180.05,2024-02-15
Electronics,849009,49,210.64,2023-06-22
Clothing,810267,39,848.16,2023-07-06
Electronics,981738,18,843.86,2023-12-02
Groceries,943212,73,413.87,2023-12-04
Clothing,043733,4,913.42,2024-02-22
Clothing,540923,55,12.94,2024-01-26
Groceries,338509,17,859.95,2023-07-23
Clothing,930633,36,506.33,2024-04-25
Groceries,765451,23,391.8,2023-07-21
Electronics,005279,61,797.89,2023-07-03
Clothing,486171,85,587.43,2023-10-22
Groceries,633564,70,847.4,2023-07-29
Groceries,101164,60,137.91,2023-11-01
Home Appliances,007100,92,748.96,2023-08-20
Electronics,570704,55,828.81,2023-05-18
Clothing,249521,6,559.62,2023-09-15
Electronics,930798,12,202.22,2023-10-16
Electronics,775891,97,767.07,2024-05-13
Groceries,700649,7,657.97,2023-12-30
Electronics,841884,50,682.35,2024-05-08
Electronics,749953,48,924.23,2023-06-06
Electronics,011868,64,850.2,2024-03-04
Clothing,678298,74,119.07,2023-08-05
Electronics,108185,82,569.69,2023-06-25
Home Appliances,949131,90,430.62,2023-11-12
Electronics,950500,35,889.39,2023-10-27
Home Appliances,557039,78,157.54,2023-08-17
Home Appliances,448912,42,142.36,2023-07-09
Home Appliances,192737,40,647.91,2023-10-26
Electronics,056558,29,976.36,2023-07-07
Home Appliances,937619,5,141.83,2024-05-09
Clothing,634509,3,959.55,2023-08-04
Home Appliances,708967,40,101.24,2023-12-31
Clothing,007441,14,486.15,2023-07-28
Clothing,231003,51,812.01,2023-08-05
Groceries,184051,75,539.27,2023-05-22
Electronics,430232,41,765.51,2024-02-13
Electronics,070601,25,710.59,2023-08-16
Electronics,056396,93,947.43,2023-11-02
Clothing,008132,17,754.39,2024-04-09
Home Appliances,974706,79,900.94,2023-06-11
Electronics,613252,50,355.63,2023-11-08
Electronics,562632,31,158.06,2023-10-03
Clothing,394300,37,168.18,2023-09-25
Clothing,740617,34,578.31,2024-02-28
Electronics,181459,67,78.64,2024-02-10
Electronics,704943,72,172.45,2024-04-04
Electronics,163789,72,684.76,2023-07-07
Groceries,304714,53,571.08,2024-04-14
Groceries,468387,51,548.44,2024-03-24
Home Appliances,180536,88,162.06,2023-08-07
Home Appliances,734849,97,572.57,2023-10-16
Electronics,740312,97,185.28,2024-03-19
Electronics,460711,31,101.01,2023-10-23
Clothing,994647,57,102.97,2023-07-08
Clothing,934612,48,983.69,2023-09-24
Clothing,192156,14,471.82,2024-02-02
Clothing,764018,66,399.02,2023-08-23
Home Appliances,057372,10,610.55,2023-12-02
Groceries,531822,82,731.75,2023-09-19
Electronics,321545,37,588.07,2023-11-19
Electronics,694469,34,595.24,2023-12-27
Clothing,823249,62,455.41,2023-10-15
Groceries,826495,11,835.35,2024-04-19
Groceries,966866,81,855.9,2024-01-18
Home Appliances,205808,1,738.35,2023-10-16
Clothing,781640,43,566.07,2024-04-13
Clothing,828965,71,259.9,2024-01-20
Groceries,241258,82,992.9,2023-10-14
Electronics,010445,27,379.6,2023-11-02
Clothing,651261,54,586.9,2024-01-16
Electronics,812931,65,959.47,2023-07-23
Groceries,728033,91,829.22,2024-02-24
Groceries,027366,8,995.51,2024-03-11
Electronics,818540,6,311.61,2024-04-10
Clothing,148244,52,913.16,2023-10-04
Groceries,305356,87,770.14,2024-01-28
Home Appliances,420758,19,355.3,2023-06-30
Groceries,380283,61,504.81,2023-07-01
Electronics,882059,20,244.17,2023-06-05
Groceries,420905,79,575.59,2024-04-21
Groceries,245551,17,535.46,2023-12-27
Clothing,816149,48,271.41,2023-07-16
Groceries,563712,36,313.96,2023-05-17
Clothing,333006,90,26.95,2023-10-22
Groceries,272755,63,317.74,2024-03-09
Clothing,415601,20,908.07,2024-01-10
Electronics,346241,35,627.52,2023-08-21
Groceries,710535,9,304.15,2023-06-10
Home Appliances,086506,7,977.38,2024-02-25
Groceries,527743,95,605.7,2024-05-06
Home Appliances,568119,92,566.26,2024-02-11
Home Appliances,227724,36,268.85,2023-10-19
Clothing,976745,44,657.18,2024-04-22
Electronics,328032,10,273.5,2023-08-16
Groceries,420130,21,28.09,2024-01-06
Clothing,641252,97,677.18,2023-08-07
Clothing,778048,39,153.36,2023-12-14
Groceries,627138,25,168.39,2023-06-01
Electronics,334098,97,654.06,2023-11-10
Electronics,992324,39,213.73,2023-10-20
Electronics,169987,18,276.62,2024-02-05
Groceries,187405,93,591.71,2023-07-10
Clothing,888742,48,685.71,2024-01-17
Clothing,702491,3,112.18,2023-09-21
Clothing,311887,97,128.47,2023-10-30
Groceries,924737,88,973.74,2024-02-10
Home Appliances,209749,4,607.31,2024-01-20
Clothing,161538,95,934.23,2023-11-05
Groceries,494802,97,872.85,2023-08-27
Clothing,302916,40,207.76,2024-03-05
Electronics,333935,62,235.15,2023-12-14
Electronics,551401,98,157.34,2024-01-26
Clothing,702084,86,752.78,2023-12-17
Clothing,305915,7,390.43,2023-07-14
Clothing,029417,3,807.37,2023-08-05
Electronics,998313,89,867.76,2023-11-21
Clothing,294765,9,957.1,2023-12-25
Clothing,596669,49,223.85,2023-05-24
Electronics,673065,28,266.52,2023-08-09
Groceries,121844,2,395.5,2023-12-10
Groceries,513379,38,10.33,2024-04-17
Home Appliances,698333,61,909.35,2024-01-02
Electronics,148933,12,112.08,2023-12-29
Electronics,046563,49,512.19,2024-01-18
Clothing,495492,40,135.64,2023-12-07
Groceries,365811,46,419.42,2024-01-10
Groceries,794298,86,521.26,2024-02-23
Home Appliances,623225,69,597.89,2024-03-08
Electronics,314959,25,670.96,2023-07-20
Electronics,040426,29,539.45,2024-01-13
Electronics,340727,13,750.77,2023-11-09
Groceries,391666,26,177.81,2023-05-21
Home Appliances,203424,6,849.63,2024-04-03
Groceries,437634,29,854.15,2023-12-01
Clothing,326436,22,884.14,2024-03-13
Groceries,295672,70,459.54,2024-03-11
Groceries,398014,57,111.76,2024-03-25
Groceries,864756,31,979.13,2023-11-30
Clothing,359397,18,152.6,2024-01-10
Home Appliances,813555,16,994.73,2024-01-13
Groceries,272032,40,79.42,2023-08-29
Clothing,839345,55,81.12,2023-12-18
Clothing,862347,57,395.79,2024-02-10
Electronics,712876,47,869.23,2024-04-07
Electronics,911363,91,782.05,2023-11-30
Groceries,466558,3,359.3,2023-08-07
Clothing,195414,19,440.66,2024-04-29
Groceries,710735,14,566.99,2023-06-30
Electronics,997624,27,69.86,2023-07-26
Home Appliances,445231,55,632.58,2023-08-02
Groceries,718392,49,76.56,2023-08-29
Electronics,413789,70,203.05,2023-06-26
Home Appliances,211159,96,938.02,2023-10-14
Clothing,465550,54,362.96,2023-06-22
Electronics,815804,42,26.85,2024-02-03
Electronics,232233,96,881.77,2023-08-06
Home Appliances,850884,45,311.57,2023-07-07
Clothing,492611,42,906.7,2024-03-03
Electronics,060971,95,439.66,2023-12-30
Clothing,795625,63,775.74,2023-12-04
Groceries,136585,44,248.63,2024-05-03
Home Appliances,743195,19,159.97,2023-08-31
Clothing,705486,27,817.27,2024-03-23
Electronics,529396,8,900.91,2023-06-19
Groceries,305228,58,362.46,2023-08-12
Groceries,401760,5,428.92,2023-05-24
Electronics,630398,79,477.91,2023-07-29
Home Appliances,075223,99,753.47,2023-12-21
Electronics,763222,21,565.22,2024-04-26
Groceries,661825,76,525.71,2023-05-19
Groceries,882631,52,687.76,2023-07-03
Electronics,920818,70,672.61,2023-09-15
Groceries,473806,98,129.71,2024-01-17
Home Appliances,176440,2,250.08,2023-11-01
Clothing,403574,82,457.22,2023-10-17
Groceries,651369,63,251.25,2024-04-16
Clothing,996022,57,501.04,2024-01-06
Groceries,731587,48,765.7,2024-04-23
Clothing,381844,45,923.22,2023-12-13
Electronics,268354,90,939.82,2024-04-30
Home Appliances,618875,97,50.23,2023-11-07
Electronics,747632,16,215.4,2023-11-07
Home Appliances,404869,92,128.17,2023-09-17
Home Appliances,013359,51,980.96,2023-09-01
Clothing,300059,18,126.53,2023-11-19
Clothing,318808,62,223.17,2023-09-23
Home Appliances,051194,5,707.19,2023-10-27
Electronics,126539,58,39.61,2023-09-09
Electronics,376789,26,63.16,2023-09-12
Groceries,062437,72,111.31,2023-05-30
Electronics,351562,13,268.6,2023-12-07
Electronics,288678,74,305.32,2024-01-06
Groceries,198676,16,676.22,2024-03-31
Groceries,209729,99,426.16,2023-06-16
Clothing,181203,31,881.4,2024-04-14
Electronics,379012,34,303.16,2024-01-16
Home Appliances,549673,32,712.74,2023-12-05
Clothing,145714,34,365.08,2024-02-03
Clothing,971979,7,229.81,2023-12-25
Electronics,332797,69,574.28,2024-02-26
Groceries,143480,54,499.05,2023-10-22
Clothing,748818,73,850.54,2024-05-03
Groceries,499684,47,41.2,2023-08-06
Groceries,281005,42,708.35,2024-03-18
Home Appliances,538420,5,495.03,2024-03-18
Electronics,150314,83,839.95,2024-02-08
Electronics,351343,56,849.53,2024-05-11
Home Appliances,364565,97,840.76,2024-02-07
Home Appliances,669859,86,219.63,2023-11-25
Home Appliances,495818,24,877.54,2024-04-09
Electronics,105071,33,661.47,2023-07-17
Home Appliances,402274,73,613.91,2023-05-18
Groceries,605344,84,554.83,2023-07-01
Home Appliances,529617,41,586.75,2024-04-16
Groceries,929123,97,786.07,2023-10-24
Electronics,966404,45,216.64,2024-05-11
Electronics,040696,10,474.61,2024-03-28
Electronics,697535,67,733.43,2023-09-09
Clothing,277162,62,632.9,2023-05-28
Clothing,821230,2,384.26,2024-01-15
Clothing,577520,20,581.29,2023-12-07
Electronics,069092,91,270.45,2023-08-19
Home Appliances,002364,45,52.32,2024-04-03
Electronics,488586,99,155.46,2023-07-31
Groceries,499667,34,873.36,2023-07-15
Electronics,229646,41,864.36,2024-04-16
Home Appliances,667840,9,685.46,2023-05-29
Home Appliances,496292,16,186.49,2023-07-10
Electronics,871967,62,693.25,2024-04-16
Electronics,275562,52,215.87,2023-06-10
Electronics,767965,75,985.12,2024-04-25
Clothing,830329,36,21.1,2023-11-10
Electronics,659763,91,394.38,2024-05-02
Groceries,023355,91,576.3,2024-01-18
Home Appliances,608584,52,87.95,2023-08-08
Groceries,761099,64,174.86,2023-12-27
Electronics,867260,97,884.42,2023-12-26
Electronics,270335,90,77.88,2024-04-24
Groceries,797468,62,193.58,2024-02-13
Electronics,044014,33,295.51,2023-06-16
Electronics,770332,74,919.66,2024-01-19
Groceries,823065,24,347.39,2024-01-19
Groceries,266503,9,855.99,2024-04-21
Home Appliances,253825,50,827.22,2023-09-12
Groceries,275953,54,612.87,2023-09-05
Electronics,457122,42,464.91,2023-09-27
Home Appliances,034189,12,265.05,2024-01-10
Electronics,577124,34,399.15,2023-05-24
Electronics,309410,55,910.48,2023-08-28
Groceries,266917,70,489.64,2024-04-28
Electronics,002253,45,742.11,2024-04-02
Electronics,773904,1,139.85,2023-05-27
Groceries,922499,8,704.64,2024-04-24
Groceries,953935,65,602.74,2024-04-08
Clothing,779750,98,720.9,2023-07-18
Electronics,330190,13,585.99,2024-01-11
Home Appliances,268642,77,430.89,2023-12-16
Clothing,696944,49,162.13,2023-11-24
Groceries,236108,87,611.1,2023-11-26
Groceries,392590,21,673.18,2023-07-11
Groceries,251399,47,267.33,2023-05-22
Electronics,166950,25,496.61,2024-01-07
Groceries,813790,31,28.41,2024-02-26
Clothing,334542,8,401.57,2023-11-16
Clothing,194156,98,251.02,2024-03-24
Clothing,448891,47,381.18,2023-09-20
Home Appliances,236032,42,869.46,2024-02-07
Clothing,429610,92,174.84,2024-03-03
Groceries,418259,44,60.75,2023-12-07
Groceries,388087,83,587.01,2023-11-20
Clothing,297836,73,644.35,2023-09-15
Electronics,400728,59,565.1,2023-10-21
Electronics,795561,62,217.59,2024-03-06
Electronics,514097,49,794.47,2024-01-10
Clothing,376527,11,55.67,2023-07-31
Clothing,626577,43,471.15,2023-12-26
Groceries,940575,34,165.25,2024-04-29
Clothing,684370,63,407.71,2023-05-28
Home Appliances,814718,53,274.97,2023-11-17
Groceries,954538,17,800.92,2023-09-02
Clothing,040948,83,589.73,2023-12-07
Electronics,060496,40,484.78,2024-05-10
Electronics,023639,11,714.44,2024-03-28
Groceries,234119,50,914.65,2024-04-03
Groceries,479652,99,965.52,2024-03-01
Clothing,421743,61,649.68,2023-09-07
Home Appliances,398057,35,45.77,2023-08-08
Home Appliances,815350,25,377.67,2023-12-07
Clothing,363182,25,498.92,2023-10-04
Electronics,448041,45,310.74,2024-04-04
Electronics,873301,30,504.21,2023-10-12
Groceries,331447,37,728.34,2023-12-06
Clothing,467992,61,902.22,2024-02-12
Clothing,469984,50,562.23,2023-09-01
Clothing,737189,1,72.39,2023-11-21
Clothing,894375,43,805.7,2023-12-05
Groceries,860846,93,76.82,2024-02-08
Groceries,749459,50,974.46,2024-04-13
Home Appliances,240338,19,611.65,2023-06-18
Clothing,983270,20,408.13,2024-03-30
Home Appliances,018684,40,262.56,2024-04-15
Electronics,614305,4,55.16,2023-09-04
Clothing,404584,32,872.78,2023-11-02
Clothing,191444,3,852.87,2024-04-17
Electronics,112507,22,583.25,2023-07-19
Clothing,592346,99,914.08,2023-07-20
Home Appliances,426994,83,861.92,2023-10-06
Home Appliances,312406,71,787.09,2023-09-12
Electronics,285040,59,168.45,2023-12-26
Groceries,567113,99,549.41,2023-09-01
Electronics,436265,91,925.84,2023-08-10
Home Appliances,131145,14,419.69,2023-10-06
Electronics,425527,12,930.16,2023-08-25
Home Appliances,060719,48,757.85,2023-06-10
Clothing,938565,18,841.93,2023-11-24
Groceries,355991,65,80.95,2024-01-28
Electronics,249601,61,634.73,2024-01-18
Electronics,362462,14,229.05,2024-04-07
Clothing,264473,57,313.98,2023-12-18
Home Appliances,511036,17,416.71,2023-09-10
Electronics,591708,30,535.84,2023-08-26
Clothing,565215,66,668.99,2024-03-03
Groceries,322155,2,382.14,2024-04-18
Electronics,274397,57,838.73,2023-10-10
Home Appliances,336114,29,331.92,2023-10-29
Groceries,777270,9,769.7,2024-01-03
Groceries,863127,59,944.73,2024-02-03
Clothing,590749,1,93.12,2024-02-16
Groceries,955693,12,546.5,2024-01-25
Home Appliances,762345,24,229.48,2023-09-20
Groceries,397956,55,566.37,2024-01-18
Clothing,322012,94,723.31,2023-09-04
Clothing,623277,51,160.26,2023-11-09
Electronics,929164,76,568.41,2023-10-13
Electronics,901983,34,59.19,2023-12-27
Clothing,647920,97,691.1,2024-01-30
Home Appliances,198677,32,431.25,2023-06-28
Electronics,365406,86,860.33,2023-07-16
Electronics,929743,19,553.38,2024-03-22
Groceries,170080,20,212.31,2023-07-28
Clothing,597146,32,279.42,2023-09-01
Groceries,986525,17,657.62,2024-01-09
Clothing,039582,76,133.34,2023-10-07
Groceries,635198,94,764.28,2023-08-10
Clothing,693263,88,263.98,2023-06-19
Electronics,562558,97,693.25,2024-02-27
Electronics,125478,28,654.87,2024-03-03
Home Appliances,380695,70,289.36,2023-06-28
Groceries,183952,13,977.98,2024-04-09
Home Appliances,251768,79,466.32,2023-11-18
Groceries,385802,80,202.71,2024-01-29
Electronics,268070,82,576.9,2023-12-17
Clothing,613457,99,597.89,2023-07-17
Home Appliances,000013,81,756.2,2024-01-17
Groceries,287230,73,364.28,2023-07-11
Groceries,210037,19,491.47,2024-03-21
Electronics,622886,33,830.72,2024-03-14
Clothing,478927,43,160.33,2024-03-23
Home Appliances,854793,99,91.69,2024-02-10
Groceries,542585,48,298.89,2023-07-14
Electronics,328897,36,171.91,2023-07-17
Groceries,343856,94,325.73,2023-12-03
Clothing,423477,91,347.79,2023-12-13
Groceries,198344,80,430.2,2023-11-25
Home Appliances,038785,97,887.75,2024-01-16
Clothing,101807,73,518.38,2023-11-06
Electronics,266830,98,860.69,2024-05-09
Clothing,810257,52,298.01,2023-12-02
Electronics,250706,68,469.95,2023-12-18
Clothing,002438,73,899.14,2023-06-18
Electronics,764263,94,532.66,2023-07-28
Electronics,336012,7,202.71,2023-06-19
Clothing,066455,72,397.66,2024-01-20
Groceries,046725,64,328.78,2023-09-02
Electronics,033300,35,715.47,2023-12-26
Clothing,612907,28,583.65,2024-01-08
Groceries,611669,44,367.99,2023-07-05
Electronics,849197,93,876.74,2023-06-25
Groceries,462136,75,822.22,2023-06-15
Groceries,556049,88,362.66,2024-01-04
Clothing,707234,15,847.94,2023-06-18
Clothing,188368,48,23.62,2023-08-22
Clothing,783013,56,425.91,2023-07-28
Electronics,602325,95,490.96,2024-04-15
Electronics,692122,37,938.18,2023-09-24
Electronics,146611,55,671.39,2023-07-23
Electronics,704167,95,69.57,2023-09-28
Electronics,188006,30,22.35,2023-05-22
Electronics,642877,31,981.07,2023-12-07
Groceries,890669,17,645.36,2023-08-05
Electronics,325533,20,918.38,2023-08-19
Home Appliances,976161,67,234.78,2024-01-18
Electronics,442874,8,912.99,2024-04-21
Electronics,157249,59,854.09,2023-10-03
Clothing,698996,35,377.87,2023-12-25
Clothing,142314,34,581.92,2024-03-16
Electronics,297620,95,764.58,2023-09-02
Groceries,415100,64,103.28,2024-04-10
Electronics,270979,60,697.18,2023-06-04
Electronics,277151,39,915.72,2023-09-03
Clothing,718003,29,194.8,2023-06-12
Electronics,991583,14,33.55,2023-09-03
Groceries,659290,44,484.87,2023-12-08
Electronics,273275,7,325.36,2024-02-20
Electronics,852400,64,617.3,2023-08-13
Clothing,466805,3,72.72,2024-01-01
Home Appliances,234365,66,15.23,2024-01-29
Groceries,565932,33,120.96,2023-10-11
Electronics,109889,99,43.88,2023-10-03
Clothing,683311,16,119.13,2024-01-15
Groceries,033419,71,472.58,2024-03-11
Electronics,259197,92,573.38,2023-06-30
Home Appliances,665513,97,496.66,2023-11-01
Home Appliances,563629,90,546.59,2023-09-01
Home Appliances,706642,9,773.35,2023-06-18
Electronics,934774,5,401.7,2024-03-13
Electronics,103184,8,889.52,2023-11-01
Groceries,664742,79,654.97,2023-12-15
Home Appliances,961239,64,918.12,2023-11-18
Clothing,950574,55,13.79,2023-11-18
Clothing,655730,8,748.38,2023-12-30
Clothing,534950,81,155.92,2024-03-07
Groceries,685873,39,230.18,2023-07-02
Groceries,555836,58,336.45,2023-10-21
Clothing,288662,58,620.24,2023-08-24
Clothing,218031,32,880.01,2024-05-03
Electronics,376460,48,17.55,2023-12-16
Electronics,777462,7,162.3,2024-02-17
Groceries,525264,10,280.22,2024-03-31
Electronics,477900,83,984.36,2023-06-29
Groceries,520345,51,441.16,2023-06-09
Electronics,959817,40,914.11,2023-07-12
Clothing,522665,50,756.42,2023-08-01
Groceries,398589,37,385.81,2023-10-12
Electronics,523475,33,227.9,2023-11-10
Groceries,348049,40,162.92,2023-06-05
Clothing,058393,68,262.45,2023-11-08
Groceries,855921,78,48.97,2024-03-20
Electronics,284930,55,601.5,2024-05-09
Groceries,717994,28,948.47,2024-03-04
Clothing,242725,30,901.17,2023-07-22
Clothing,133062,31,105.34,2024-03-20
Home Appliances,528206,9,314.1,2024-04-19
Clothing,172137,41,146.04,2023-11-21
Electronics,965005,53,421.09,2023-09-15
Clothing,025955,95,494.06,2024-03-05
Electronics,744613,90,791.17,2023-10-14
Home Appliances,972025,5,79.07,2024-05-11
Clothing,084609,87,572.66,2023-12-25
Groceries,640369,8,823.75,2023-06-11
Electronics,354362,2,554.45,2023-06-21
Clothing,202105,61,465.02,2024-04-10
Electronics,231338,63,81.7,2023-07-11
Clothing,516547,67,664.05,2024-02-28
Groceries,880392,29,352.01,2023-07-08
Clothing,685365,24,275.47,2023-07-24
Electronics,337489,93,757.8,2023-07-09
Clothing,221431,96,608.71,2024-05-06
Groceries,505528,88,497.95,2024-05-06
Electronics,234357,69,523.17,2023-10-15
Home Appliances,821459,71,396.78,2023-10-10
Home Appliances,628203,85,704.32,2023-08-02
Electronics,254298,34,13.75,2023-12-03
Groceries,473612,30,138.93,2023-07-15
Electronics,059981,42,393.8,2023-11-21
Electronics,887591,96,385.23,2023-08-03
Groceries,059036,58,721.09,2024-03-12
Clothing,201397,84,773.61,2023-08-29
Clothing,721432,14,952.48,2024-02-07
Electronics,352595,13,721.68,2024-01-16
Electronics,542254,96,734.79,2024-02-08
Groceries,696797,97,974.48,2023-10-16
Home Appliances,561974,90,471.28,2023-12-27
Groceries,927145,14,490.84,2024-04-27
Groceries,608043,31,423.84,2023-11-21
Electronics,577472,67,480.75,2023-08-04
Electronics,427564,27,458.34,2023-10-11
Home Appliances,815652,93,707.95,2024-01-27
Electronics,821025,32,530.09,2024-04-19
Home Appliances,749847,37,355.44,2023-07-10
Groceries,558246,61,632.62,2023-06-04
Electronics,000756,86,738.15,2024-01-24
Electronics,951294,15,328.3,2024-04-11
Clothing,433230,8,950.81,2024-02-20
Home Appliances,137977,95,761.45,2023-09-28
Clothing,602374,6,298.69,2023-08-29
Home Appliances,181782,34,762.62,2024-02-05
Electronics,988423,75,766.84,2024-02-09
Groceries,251134,62,809.86,2023-07-04
Home Appliances,213319,32,821.12,2024-04-15
Groceries,065885,37,594.83,2023-06-24
Groceries,653445,61,736.05,2024-01-11
Groceries,973096,7,234.86,2023-08-02
Electronics,162380,86,303.49,2023-07-28
Electronics,231280,84,416.55,2023-07-17
Groceries,816221,1,300.09,2023-05-17
Groceries,076287,89,475.02,2023-10-25
Electronics,510181,31,700.61,2023-06-29
Clothing,805504,9,445.29,2024-01-30
Electronics,031020,2,303.85,2023-10-14
Groceries,309947,67,267.11,2024-03-15
Clothing,561126,87,492.04,2023-10-09
Electronics,320497,38,731.92,2024-01-12
Electronics,773806,44,652.03,2023-09-28
Clothing,308355,56,156.05,2024-02-01
Electronics,376627,57,89.66,2023-10-20
Clothing,301328,57,182.07,2023-06-22
Electronics,107311,90,111.84,2024-02-22
Groceries,108437,69,710.03,2024-03-09
Electronics,016933,64,820.38,2023-12-05
Home Appliances,962199,57,540.44,2023-09-25
Home Appliances,686565,30,922.11,2023-08-17
Electronics,845140,90,806.44,2024-04-12
Electronics,459797,66,765.36,2024-03-20
Groceries,045916,20,444.26,2024-03-26
Clothing,692197,15,859.36,2023-06-05
Groceries,085541,81,255.66,2024-02-26
Electronics,180050,44,415.44,2023-10-10
Groceries,082806,91,836.67,2023-09-06
Clothing,680425,78,990.4,2024-04-09
Home Appliances,314940,55,574.57,2023-11-29
Electronics,584547,33,24.96,2024-05-12
Groceries,379070,14,883.86,2023-10-13
Clothing,803671,39,397.89,2023-10-25
Home Appliances,718076,46,801.01,2023-08-25
Electronics,758478,48,642.91,2024-04-11
Electronics,682453,40,903.41,2024-04-11
Groceries,621120,36,660.97,2023-07-15
Electronics,637996,89,694.42,2023-06-08
Home Appliances,297330,69,57.17,2024-04-12
Clothing,554116,48,629.36,2024-04-18
Groceries,104393,59,385.84,2024-02-11
Home Appliances,998233,32,969.2,2023-07-06
Clothing,827106,57,524.58,2024-03-20
Groceries,431371,52,963.98,2023-12-23
Groceries,030211,7,760.11,2023-05-16
Electronics,094126,49,965.2,2023-07-10
Electronics,316003,26,267.86,2023-05-28
Clothing,036025,42,849.43,2023-07-19
Home Appliances,582179,67,621.82,2023-08-20
Clothing,371015,47,694.11,2024-02-25
Electronics,406336,51,535.02,2023-06-08
Electronics,621678,60,583.15,2023-08-24
Groceries,494729,82,822.63,2024-03-18
Groceries,324430,51,911.13,2024-04-02
Electronics,086690,68,625.89,2023-08-14
Groceries,901345,44,135.38,2024-04-12
Groceries,011986,31,141.55,2024-04-18
Groceries,363168,51,992.33,2023-08-25
Clothing,305270,98,69.02,2023-05-21
Groceries,255127,16,350.71,2024-03-22
Clothing,522350,65,328.56,2023-08-01
Groceries,432619,53,879.19,2023-07-10
Groceries,372535,51,916.75,2023-11-04
Groceries,331185,59,447.6,2023-08-03
Home Appliances,440711,57,679.61,2023-05-16
Groceries,554491,34,974.01,2023-08-14
Clothing,966136,89,413.73,2023-11-02
Electronics,469746,37,554.73,2023-10-21
Home Appliances,981335,64,573.86,2023-12-09
Clothing,404924,77,387.85,2024-05-09
Clothing,532903,44,998.52,2023-06-06
Electronics,235799,43,278.67,2023-07-14
Electronics,115711,26,428.49,2023-11-06
Electronics,780286,34,378.01,2024-03-18
Clothing,461507,77,114.29,2023-08-07
Groceries,519626,6,233.79,2023-10-26
Electronics,891706,39,866.33,2023-09-11
Groceries,170921,19,536.09,2024-03-06
Groceries,655147,2,649.69,2023-10-31
Clothing,352210,60,973.84,2024-02-07
Groceries,029053,83,424.27,2024-02-28
Home Appliances,920110,75,472.27,2023-05-23
Electronics,873445,15,522.45,2023-11-03
Clothing,788670,32,291.33,2023-09-24
Electronics,932509,79,84.17,2023-11-24
Clothing,783539,60,39.95,2023-08-08
Home Appliances,429279,45,95.36,2024-04-25
Clothing,928820,90,477.78,2023-08-01
Groceries,306046,38,363.32,2023-05-24
Electronics,578505,69,48.22,2023-10-30
Groceries,528697,95,118.19,2023-12-16
Groceries,610395,53,562.15,2024-01-22
Electronics,812175,94,202.52,2024-03-04
Clothing,438368,82,287.07,2023-07-06
Electronics,031177,7,892.46,2024-04-03
Electronics,116484,42,708.89,2024-02-23
Home Appliances,269939,53,582.63,2023-10-24
Electronics,519441,65,243.05,2024-01-09
Home Appliances,033596,55,309.71,2023-12-28
Electronics,919661,81,924.87,2024-03-07
Electronics,754847,2,472.64,2023-10-31
Electronics,987331,57,131.09,2024-01-24
Clothing,396923,91,296.64,2023-07-23
Home Appliances,134413,28,643.81,2023-06-20
Clothing,914996,53,555.36,2023-09-10
Clothing,617946,44,301.56,2023-11-09
Home Appliances,540531,25,184.33,2023-12-23
Electronics,238210,60,252.05,2024-05-10
Electronics,982582,3,798.82,2023-12-28
Groceries,305867,10,112.27,2023-06-14
Home Appliances,026374,69,560.8,2023-09-25
Home Appliances,784127,34,217.05,2023-05-28
Clothing,324025,65,256.81,2023-05-23
Electronics,297129,26,375.75,2024-01-16
Groceries,328083,4,973.12,2023-12-19
Groceries,658966,38,486.75,2024-04-28
Electronics,685325,37,412.36,2024-03-04
Groceries,072377,21,457.76,2023-09-10
Groceries,716911,16,647.67,2023-08-31
Clothing,162461,54,888.76,2024-02-19
Electronics,130462,84,651.55,2023-12-20
Home Appliances,876928,54,842.58,2024-03-24
Electronics,113442,40,425.02,2024-04-16
Electronics,710986,82,862.42,2023-11-12
Home Appliances,577990,49,738.77,2024-05-08
Electronics,551862,15,126.52,2023-12-02
Groceries,990355,93,221.48,2023-08-14
Clothing,119951,58,621.96,2024-03-19
Clothing,926664,92,15.72,2023-08-22
Groceries,917682,50,921.3,2024-02-21
Clothing,999873,85,151.89,2023-09-03
Electronics,669966,34,737.21,2023-08-08
Groceries,755063,63,167.06,2024-01-08
Clothing,153112,76,771.82,2023-11-21
Home Appliances,972993,67,810.65,2023-10-29
Groceries,042712,33,576.66,2023-06-01
Clothing,969598,57,943.72,2023-11-20
Electronics,255629,95,611.16,2024-01-11
Electronics,153451,30,885.68,2023-07-06
Clothing,442804,92,893.81,2024-04-10
Clothing,133256,20,286.59,2023-10-03
Clothing,810322,18,233.2,2024-04-08
Clothing,788269,77,742.96,2024-03-25
Groceries,767032,92,942.79,2024-04-10
Home Appliances,604985,89,965.13,2023-05-29
Electronics,378669,39,367.91,2023-09-15
Electronics,196644,54,629.75,2023-10-23
Home Appliances,815330,8,713.99,2023-10-05
Clothing,890998,98,141.31,2023-12-04
Groceries,896190,29,159.53,2024-02-25
