Category,Product_ID,Sales_Quantity,Sales_Price,Sale_Date
Clothing,147106,60,202.31,2024-02-20
Clothing,478095,67,816.59,2023-11-28
Clothing,406954,94,113.03,2024-04-02
Electronics,409091,65,855.47,2023-10-19
Groceries,341186,45,394.32,2023-05-17
Clothing,379694,80,627.09,2024-03-29
Clothing,628960,92,27.71,2024-01-16
Electronics,177122,62,573.76,2023-12-27
Clothing,227022,49,814.64,2024-01-16
Home Appliances,058419,58,818.44,2023-05-31
Electronics,777541,16,728.13,2024-01-04
Clothing,803317,94,46.04,2023-12-06
Home Appliances,633366,49,46.0,2023-09-20
Electronics,777708,94,748.1,2023-11-07
Electronics,510744,65,594.84,2023-06-12
Clothing,836810,6,927.69,2023-07-26
Electronics,955357,94,706.75,2023-09-23
Electronics,717395,98,325.32,2024-05-05
Electronics,389199,66,349.33,2023-09-29
Groceries,139421,37,469.24,2023-10-23
Electronics,737519,6,622.45,2023-09-28
Clothing,997397,85,359.86,2023-09-23
Clothing,752347,63,647.77,2023-05-17
Groceries,884745,27,49.17,2023-07-22
Electronics,705454,12,79.67,2024-04-16
Groceries,863308,36,735.55,2024-01-15
Electronics,559198,65,538.13,2023-11-06
Groceries,184044,92,407.4,2023-05-29
Groceries,486058,3,495.09,2023-05-22
Electronics,947347,67,632.57,2023-06-12
Electronics,627022,89,905.48,2023-08-02
Clothing,914661,53,369.65,2023-06-08
Groceries,193604,38,622.63,2023-10-03
Clothing,110456,37,144.88,2024-03-01
Groceries,090686,24,984.64,2023-07-04
Electronics,684839,49,709.21,2024-01-15
Clothing,791936,94,439.14,2024-01-19
Groceries,204747,94,101.79,2023-11-04
Groceries,473159,74,538.23,2023-12-12
Clothing,412819,45,270.25,2023-12-04
Home Appliances,692372,26,892.38,2024-03-10
Electronics,042614,79,238.51,2023-08-16
Clothing,303896,41,264.79,2024-02-16
Electronics,537099,56,324.18,2024-01-14
Groceries,608375,63,233.81,2024-03-03
Electronics,825124,68,223.93,2024-01-06
Electronics,532795,99,647.25,2023-10-15
Home Appliances,925468,77,714.18,2024-01-01
Groceries,331978,87,480.92,2024-03-05
Electronics,414517,67,23.63,2023-07-07
Home Appliances,984577,24,840.28,2024-01-10
Clothing,921829,79,396.67,2023-11-05
Groceries,627472,53,813.12,2023-06-04
Electronics,651236,24,47.61,2023-06-21
Electronics,617931,56,218.92,2024-01-03
Clothing,144670,99,74.64,2024-01-27
Electronics,443121,81,656.62,2023-06-25
Home Appliances,830112,87,327.76,2024-02-05
Groceries,565531,27,76.19,2024-05-12
Groceries,075780,7,459.18,2024-02-29
Clothing,834633,24,593.9,2023-07-27
Electronics,477226,43,173.69,2023-09-28
Groceries,251861,77,124.48,2023-05-18
Electronics,476896,72,528.64,2023-05-16
Groceries,612417,51,486.16,2023-07-23
Clothing,912520,42,641.15,2024-01-15
Electronics,377807,40,421.99,2023-10-06
Clothing,411453,23,370.07,2023-09-08
Groceries,031619,83,536.87,2024-04-01
Clothing,741206,13,296.14,2023-05-29
Groceries,989931,39,814.34,2023-09-18
Groceries,853724,17,997.86,2023-11-12
Home Appliances,396417,69,786.28,2023-11-02
Clothing,346275,48,180.12,2024-04-22
Electronics,450452,93,500.72,2023-08-25
Electronics,602893,60,348.96,2024-04-02
Electronics,382956,5,381.98,2023-09-18
Electronics,048270,31,195.76,2023-09-23
Home Appliances,689238,70,976.09,2023-08-22
Groceries,636116,5,85.01,2023-12-14
Home Appliances,759787,13,901.1,2023-08-04
Clothing,418717,57,890.39,2023-08-24
Groceries,856077,68,579.35,2023-07-30
Groceries,679774,13,774.61,2023-06-22
Home Appliances,765829,98,786.89,2024-03-23
Groceries,348954,70,164.68,2024-03-25
Clothing,177108,2,250.71,2023-11-19
Groceries,927501,45,594.4,2023-10-19
Clothing,163285,43,236.86,2024-03-06
Home Appliances,254669,44,934.65,2023-08-01
Home Appliances,681366,33,963.3,2024-04-14
Clothing,709730,48,909.79,2023-05-16
Clothing,457099,50,175.53,2023-08-20
Electronics,416887,56,432.95,2023-06-23
Groceries,412869,3,705.32,2023-09-15
Clothing,928560,9,281.96,2024-04-28
Groceries,731207,99,429.64,2024-01-17
Groceries,587453,39,456.48,2023-10-23
Clothing,496314,82,666.41,2023-12-15
Home Appliances,312873,82,527.96,2023-08-24
Clothing,179740,16,487.64,2023-08-19
Electronics,746510,9,386.71,2024-03-16
Clothing,360143,38,899.08,2023-11-01
Groceries,563445,54,271.89,2023-08-27
Groceries,328621,83,615.59,2023-10-31
Clothing,704221,92,212.41,2024-03-15
Groceries,078729,54,221.66,2023-10-24
Clothing,187110,55,818.5,2023-10-15
Home Appliances,098513,3,677.21,2023-10-12
Clothing,900340,9,176.74,2023-10-07
Electronics,978009,34,70.67,2023-06-11
Clothing,143218,89,80.94,2023-09-21
Groceries,648300,92,486.4,2023-11-19
Electronics,310846,25,146.8,2023-12-27
Clothing,904697,99,116.45,2023-08-01
Groceries,965326,97,337.94,2023-06-22
Home Appliances,540651,4,461.76,2023-11-08
Clothing,244092,20,994.13,2023-07-20
Groceries,078913,60,279.54,2023-06-12
Home Appliances,062219,25,674.61,2023-10-14
Groceries,677273,67,927.59,2023-07-08
Electronics,933337,26,847.56,2023-08-28
Groceries,948316,61,330.0,2024-03-22
Electronics,820920,66,20.08,2023-10-18
Groceries,471140,36,874.89,2024-03-07
Electronics,712273,44,540.94,2023-07-03
Home Appliances,417369,49,857.81,2023-08-12
Electronics,868310,4,164.24,2023-07-12
Groceries,519755,82,597.77,2023-12-31
Electronics,997422,10,131.76,2024-04-03
Electronics,599074,22,348.86,2023-10-06
Groceries,804013,63,764.59,2023-11-06
Electronics,221912,65,325.79,2023-08-10
Clothing,076779,46,384.21,2024-01-29
Groceries,356147,86,511.67,2023-12-01
Home Appliances,204465,52,108.29,2023-10-15
Groceries,925764,64,281.32,2023-10-22
Groceries,594066,86,351.15,2024-03-06
Electronics,816451,17,122.97,2023-10-14
Groceries,877520,14,74.7,2023-09-22
Electronics,183230,43,354.46,2023-12-05
Electronics,962472,8,261.07,2023-08-24
Groceries,768649,12,308.88,2023-08-18
Electronics,348986,41,715.1,2024-05-04
Electronics,255168,94,188.8,2024-04-08
Clothing,291461,28,533.54,2024-01-03
Groceries,796385,28,125.89,2023-08-16
Groceries,279024,32,133.74,2023-12-20
Home Appliances,941117,90,370.31,2024-01-30
Clothing,083948,85,957.23,2023-10-03
Groceries,932912,94,642.19,2024-02-16
Groceries,023213,73,912.73,2023-08-21
Groceries,589351,92,382.66,2024-04-25
Electronics,203494,59,69.22,2024-04-24
Electronics,133580,8,454.84,2023-06-14
Groceries,520813,92,953.21,2023-12-03
Clothing,280468,77,143.77,2024-04-30
Clothing,781390,25,673.63,2023-08-06
Groceries,301771,15,202.13,2023-10-13
Electronics,801223,24,961.17,2023-06-01
Electronics,682247,70,693.56,2023-07-17
Clothing,364457,64,117.6,2024-04-07
Groceries,162438,17,38.33,2024-04-07
Electronics,863034,9,577.19,2024-01-11
Electronics,257575,54,486.39,2023-10-04
Groceries,106324,31,744.95,2023-09-30
Groceries,463629,35,645.71,2023-12-27
Electronics,712577,88,667.39,2024-02-22
Clothing,236307,55,113.73,2024-02-28
Electronics,513208,34,952.16,2024-01-27
Home Appliances,380742,95,997.35,2024-05-03
Clothing,157160,28,215.79,2024-02-10
Electronics,695103,62,355.59,2024-01-27
Home Appliances,102003,45,376.49,2024-03-30
Clothing,673925,77,796.63,2024-02-26
Groceries,052505,34,88.94,2024-04-30
Clothing,884933,86,280.75,2023-12-09
Groceries,700353,91,211.68,2024-01-29
Clothing,772776,42,67.33,2023-12-13
Groceries,856436,60,50.76,2024-01-02
Electronics,241786,15,169.73,2023-08-20
Electronics,399763,18,780.51,2023-07-14
Clothing,712363,74,228.68,2023-11-06
Groceries,959313,10,717.54,2023-06-28
Clothing,206938,95,696.05,2023-07-17
Clothing,367006,25,59.38,2023-09-05
Electronics,357099,76,543.87,2023-07-26
Electronics,396231,33,604.76,2024-04-06
Electronics,279649,41,104.91,2024-02-27
Home Appliances,936760,8,587.4,2024-02-11
Clothing,121875,14,746.01,2024-02-16
Electronics,169708,33,847.94,2024-01-28
Groceries,013481,49,166.3,2023-07-20
Clothing,641023,35,188.72,2023-09-10
Clothing,766720,98,817.05,2023-06-17
Electronics,066821,31,18.91,2023-12-19
Groceries,288910,33,459.18,2024-02-20
Home Appliances,252308,51,493.51,2023-09-27
Clothing,344564,60,568.57,2023-09-25
Home Appliances,614658,74,320.19,2024-03-20
Groceries,309297,29,865.1,2023-12-02
Clothing,380972,49,810.39,2024-01-27
Home Appliances,591228,65,57.89,2024-03-02
Clothing,576033,99,765.75,2023-11-03
Home Appliances,594465,90,891.04,2024-03-18
Clothing,185627,85,759.98,2024-04-16
Groceries,182405,30,332.32,2024-05-04
Groceries,944132,77,854.19,2023-05-27
Groceries,206910,76,242.68,2023-10-28
Home Appliances,037676,44,558.91,2023-06-29
Groceries,309684,36,611.52,2024-05-03
Groceries,200243,52,73.69,2024-02-20
Clothing,412978,9,607.64,2024-05-12
Home Appliances,064398,97,844.54,2023-07-25
Groceries,895795,51,235.08,2024-02-04
Groceries,892375,79,845.6,2024-04-11
Groceries,377545,74,91.9,2024-01-09
Groceries,623745,34,277.22,2023-07-15
Clothing,215111,28,118.4,2024-03-22
Electronics,872653,22,183.43,2023-10-18
Electronics,860657,78,652.0,2024-01-14
Electronics,694855,2,613.71,2024-03-07
Groceries,763756,40,426.52,2023-12-17
Electronics,730959,82,321.03,2023-12-07
Electronics,309004,42,487.59,2023-06-09
Groceries,915324,93,236.11,2023-09-30
Clothing,537579,23,449.7,2024-03-05
Groceries,955990,51,97.85,2024-02-10
Home Appliances,219801,84,170.82,2023-09-03
Groceries,136313,93,396.65,2023-07-24
Electronics,696971,27,275.18,2024-04-23
Groceries,146521,43,877.11,2023-09-15
Electronics,207095,49,567.52,2023-06-01
Clothing,051219,29,902.72,2024-02-22
Home Appliances,132865,35,790.12,2023-09-25
Electronics,274182,75,59.11,2023-12-16
Groceries,942158,72,24.79,2023-08-11
Electronics,101520,37,347.16,2023-09-10
Clothing,348546,51,504.19,2023-10-12
Groceries,724206,85,904.11,2023-10-11
Home Appliances,765769,58,288.96,2023-08-17
Electronics,464654,40,69.37,2023-10-27
Home Appliances,732174,39,887.17,2024-02-19
Groceries,817958,88,356.35,2023-08-24
Electronics,169027,61,823.79,2023-12-20
Clothing,460106,33,556.98,2024-02-25
Home Appliances,369469,17,841.66,2023-10-08
Electronics,733498,2,265.21,2024-02-14
Home Appliances,191164,60,999.57,2023-09-11
Electronics,852751,6,802.66,2023-08-06
Clothing,772861,10,764.85,2024-01-31
Groceries,912955,55,696.39,2023-07-21
Groceries,901605,84,330.79,2024-03-22
Electronics,168014,48,124.16,2023-05-22
Home Appliances,501496,96,207.82,2024-02-21
Groceries,947758,79,699.36,2023-12-01
Groceries,382614,31,605.76,2023-08-26
Electronics,380559,29,309.53,2023-05-17
Groceries,407976,97,935.85,2024-02-16
Groceries,137316,7,57.98,2024-02-29
Electronics,632911,75,800.21,2024-03-16
Electronics,176786,36,292.1,2023-11-29
Clothing,264368,33,779.47,2023-11-17
Clothing,651012,11,79.77,2024-04-21
Clothing,207574,32,816.12,2023-10-28
Home Appliances,626877,78,857.91,2024-01-31
Electronics,754052,96,331.17,2023-09-13
Home Appliances,823978,11,70.03,2023-07-14
Home Appliances,854888,39,146.64,2024-01-19
Clothing,518888,49,179.63,2023-07-15
Electronics,390309,67,69.64,2023-08-19
Clothing,496920,29,311.51,2024-02-20
Electronics,248894,66,233.71,2024-03-29
Home Appliances,166381,74,791.06,2023-10-09
Electronics,475693,73,179.47,2023-07-10
Electronics,945887,45,712.55,2023-10-19
Groceries,620415,55,87.23,2024-02-14
Clothing,635193,42,599.82,2023-11-23
Groceries,126930,49,251.92,2023-07-09
Clothing,508417,60,240.55,2024-04-10
Clothing,943309,19,707.29,2024-02-02
Groceries,968306,71,422.0,2023-07-10
Clothing,914914,75,305.11,2023-05-28
Home Appliances,508571,67,614.12,2023-11-06
Electronics,509647,70,809.68,2024-03-28
Clothing,861610,98,948.54,2024-02-01
Clothing,562271,4,298.35,2023-06-02
Home Appliances,236011,2,674.62,2023-08-12
Home Appliances,828080,36,122.55,2023-08-30
Groceries,280426,44,279.96,2024-03-24
Groceries,627081,33,587.64,2023-10-08
Home Appliances,806612,89,626.09,2023-11-15
Groceries,530455,81,954.2,2024-03-17
Home Appliances,275205,32,429.87,2024-01-18
Groceries,489536,32,965.39,2024-04-11
Home Appliances,418929,29,836.39,2023-07-31
Electronics,356495,76,852.74,2024-01-21
Electronics,435360,60,529.67,2024-01-15
Electronics,038503,39,979.57,2023-05-17
Groceries,047726,74,11.51,2023-12-03
Electronics,627761,88,633.03,2024-02-01
Electronics,820277,6,181.56,2023-08-29
Groceries,975490,49,368.34,2023-06-18
Home Appliances,274348,51,387.69,2023-09-20
Groceries,603527,92,766.8,2023-08-12
Clothing,914487,76,902.4,2024-05-09
Electronics,660385,22,774.78,2023-06-18
Home Appliances,643484,36,56.24,2023-11-07
Clothing,702220,95,243.86,2024-04-30
Groceries,849599,19,918.2,2023-07-06
Home Appliances,414088,31,576.57,2023-10-29
Electronics,835426,10,841.87,2023-11-24
Groceries,286208,45,883.08,2023-11-19
Groceries,542109,25,343.16,2023-06-08
Clothing,432008,88,616.99,2023-07-07
Electronics,670132,44,984.06,2023-06-20
Clothing,651322,15,544.96,2023-07-06
Groceries,201389,62,106.79,2023-06-27
Groceries,402573,48,735.66,2024-01-01
Electronics,816924,38,546.58,2023-09-01
Electronics,719365,24,613.06,2023-05-24
Home Appliances,095733,15,430.45,2023-11-06
Electronics,721488,61,188.29,2023-06-02
Electronics,545270,28,693.31,2023-11-20
Electronics,350022,20,54.78,2023-08-06
Electronics,820988,60,696.87,2023-07-14
Home Appliances,203903,85,918.82,2023-06-23
Electronics,756038,50,42.8,2023-08-23
Electronics,701766,56,103.53,2024-02-21
Clothing,274461,18,103.93,2023-07-09
Groceries,522628,9,648.96,2023-06-24
Home Appliances,608680,47,937.71,2024-04-24
Electronics,100567,77,900.44,2023-10-16
Clothing,037651,35,765.29,2023-07-23
Clothing,403923,25,278.87,2023-09-14
Electronics,432335,33,462.54,2023-12-08
Clothing,908707,87,614.71,2024-04-29
Electronics,630590,99,307.13,2023-07-27
Electronics,978602,16,870.01,2023-09-20
Groceries,047321,94,849.2,2023-09-02
Groceries,510143,34,318.93,2023-11-18
Electronics,238130,79,860.44,2023-07-09
Electronics,100323,88,83.33,2023-12-26
Electronics,500900,55,161.27,2024-04-20
Groceries,615276,35,920.61,2024-04-24
Groceries,636314,62,815.72,2023-06-03
Groceries,016539,78,830.48,2023-11-15
Clothing,434769,27,77.66,2023-12-04
Groceries,902958,66,826.08,2024-03-19
Home Appliances,664668,27,759.31,2023-09-24
Groceries,765431,76,415.32,2024-01-22
Groceries,447363,98,97.85,2024-04-16
Clothing,443635,64,373.03,2023-12-17
Clothing,951345,37,235.8,2023-06-11
Clothing,542837,87,515.6,2023-07-07
Groceries,565502,5,553.02,2023-08-30
Electronics,630346,35,72.87,2023-07-10
Clothing,141885,28,749.46,2023-06-25
Clothing,786454,32,451.91,2023-07-05
Groceries,344429,88,342.53,2024-01-29
Home Appliances,769456,70,848.84,2024-01-23
Groceries,089163,52,726.52,2023-05-23
Electronics,170966,12,616.89,2023-10-23
Clothing,590794,66,817.34,2024-02-07
Groceries,448411,55,16.48,2023-06-11
Groceries,560993,93,470.33,2023-10-07
Clothing,732029,34,958.3,2024-01-05
Clothing,928166,72,101.1,2024-02-02
Clothing,856971,98,845.17,2023-06-07
Groceries,515578,60,750.0,2023-07-22
Electronics,779685,53,517.77,2023-06-30
Clothing,934315,31,385.65,2024-04-15
Groceries,647869,42,603.86,2024-03-10
Home Appliances,581324,14,403.4,2024-03-29
Clothing,317402,95,248.8,2023-10-12
Groceries,626499,51,780.75,2023-05-19
Home Appliances,152450,1,402.77,2023-09-07
Clothing,124321,79,921.57,2024-03-01
Groceries,340545,65,309.53,2024-03-07
Home Appliances,886691,41,373.45,2024-03-27
Groceries,325491,5,549.62,2023-08-24
Clothing,138731,30,923.85,2023-10-24
Groceries,495191,56,229.88,2024-02-09
Electronics,533944,45,263.97,2024-04-26
Home Appliances,189787,78,367.27,2023-12-29
Clothing,108286,99,150.42,2024-03-05
Groceries,315013,31,214.69,2024-01-23
Groceries,538968,22,988.84,2023-11-19
Electronics,774188,95,663.78,2023-07-19
Electronics,801168,76,303.83,2023-11-02
Electronics,836645,15,974.96,2023-10-02
Groceries,159457,68,675.45,2024-03-22
Home Appliances,573879,64,199.94,2024-02-10
Home Appliances,179695,73,829.67,2023-11-07
Groceries,309419,59,755.3,2023-05-26
Electronics,637584,60,711.18,2023-06-20
Home Appliances,126900,71,752.07,2024-04-04
Groceries,743194,82,250.63,2024-01-17
Electronics,025314,3,534.73,2024-03-10
Groceries,633404,73,64.39,2023-12-10
Electronics,768396,63,226.33,2024-03-12
Groceries,538283,23,44.54,2024-04-04
Groceries,483679,90,464.55,2023-12-13
Clothing,823775,56,319.29,2023-05-30
Clothing,755279,12,378.02,2023-09-30
Groceries,400367,13,548.68,2023-11-24
Clothing,131668,38,179.29,2024-03-02
Groceries,830507,4,671.65,2023-06-27
Clothing,195501,46,87.68,2023-09-18
Electronics,715520,49,85.95,2023-08-11
Home Appliances,183980,72,359.54,2024-02-21
Electronics,378907,36,968.98,2023-10-06
Clothing,496996,44,32.82,2023-08-24
Groceries,697129,54,882.79,2024-02-01
Electronics,913216,35,730.91,2023-10-20
Groceries,285367,17,485.19,2023-11-29
Electronics,245759,32,313.85,2024-03-18
Clothing,414879,85,768.3,2023-11-25
Electronics,869622,81,447.82,2023-08-18
Electronics,091071,22,507.21,2023-07-29
Home Appliances,370909,83,979.77,2024-02-09
Groceries,458334,7,320.14,2023-08-20
Clothing,543006,64,830.59,2023-05-18
Electronics,684065,87,602.96,2023-07-09
Groceries,862279,10,910.5,2023-06-19
Groceries,535532,94,579.7,2023-06-25
Clothing,161162,29,219.96,2023-09-16
Home Appliances,769835,59,732.17,2023-06-09
Groceries,125309,96,874.22,2023-09-06
Electronics,985252,5,721.55,2024-04-20
Groceries,925394,75,119.47,2023-11-26
Groceries,419092,81,708.42,2023-11-12
Groceries,013162,76,581.65,2023-05-16
Electronics,004256,95,706.75,2023-10-18
Groceries,824474,12,973.72,2023-11-07
Clothing,928761,89,667.9,2023-05-16
Clothing,851021,86,433.69,2024-04-01
Groceries,468465,95,917.15,2023-05-21
Home Appliances,501082,89,287.73,2024-01-15
Electronics,532239,22,291.05,2023-12-15
Electronics,127959,2,539.41,2023-12-22
Home Appliances,315617,80,986.89,2024-05-02
Clothing,277177,66,112.57,2023-12-17
Clothing,806081,17,937.85,2023-05-30
Groceries,381213,82,663.24,2023-09-25
Electronics,236271,45,47.53,2024-02-01
Clothing,836448,88,660.95,2023-08-18
Electronics,295518,92,893.64,2024-03-11
Groceries,208946,8,364.54,2023-08-31
Clothing,866978,71,589.07,2023-12-20
Electronics,727094,92,852.89,2024-02-15
Clothing,301263,63,182.14,2024-01-16
Clothing,740102,25,965.64,2024-03-02
Groceries,990140,82,44.53,2024-01-01
Electronics,746161,70,398.2,2024-01-15
Groceries,509579,23,204.95,2024-04-26
Groceries,268701,59,775.3,2024-03-16
Clothing,762612,52,428.81,2024-04-29
Groceries,738875,37,607.99,2023-10-27
Electronics,501108,66,468.25,2024-02-19
Clothing,160368,25,771.4,2023-10-21
Electronics,271770,93,825.69,2023-08-24
Electronics,676594,20,797.29,2023-07-13
Home Appliances,336302,17,767.98,2023-12-18
Electronics,174710,68,580.23,2024-03-02
Home Appliances,527552,60,394.17,2024-03-10
Clothing,653677,76,741.75,2024-05-06
Electronics,723970,8,485.76,2023-11-26
Clothing,865806,74,777.95,2024-01-19
Clothing,826101,5,958.16,2024-03-11
Groceries,460631,5,284.86,2023-08-15
Electronics,812424,30,454.59,2023-10-30
Groceries,767469,83,42.36,2023-10-19
Electronics,386104,70,203.49,2023-09-16
Home Appliances,156238,90,838.68,2024-04-14
Home Appliances,295565,80,878.25,2023-09-25
Electronics,212600,21,904.21,2024-03-06
Electronics,459975,53,150.4,2023-08-31
Electronics,168298,22,46.89,2023-09-17
Home Appliances,562030,23,682.76,2024-01-02
Groceries,339749,27,701.85,2024-01-19
Groceries,660269,5,707.34,2023-05-25
Groceries,014792,44,471.95,2023-10-07
Clothing,811711,40,271.09,2023-11-03
Electronics,493618,13,594.23,2023-08-10
Clothing,858100,93,117.88,2024-02-10
Electronics,685613,32,438.26,2024-02-06
Groceries,119363,51,224.91,2024-04-20
Home Appliances,122960,80,775.47,2023-10-15
Groceries,178394,67,440.28,2023-09-21
Clothing,519556,15,796.39,2023-09-14
Clothing,444410,33,338.5,2024-04-24
Groceries,763067,29,253.69,2023-10-18
Clothing,500292,36,56.49,2024-04-19
Electronics,387873,23,773.99,2024-02-26
Electronics,723147,14,606.01,2023-12-05
Electronics,890285,86,206.74,2023-07-20
Groceries,955777,6,188.52,2024-01-28
Groceries,488986,16,211.05,2023-05-22
Clothing,809579,2,842.85,2023-07-12
Electronics,768842,43,745.21,2023-08-19
Clothing,415431,28,546.9,2023-12-08
Groceries,333274,84,513.44,2024-01-23
Groceries,178745,51,791.05,2023-09-23
Groceries,115706,97,299.31,2024-05-03
Home Appliances,646692,14,250.53,2023-10-26
Home Appliances,804113,20,914.05,2024-02-24
Groceries,837960,79,654.66,2024-02-23
Electronics,094375,56,297.85,2024-03-02
Clothing,246416,22,384.47,2023-10-16
Groceries,151919,17,916.11,2024-02-05
Groceries,407865,37,819.62,2023-06-20
Groceries,257583,6,587.0,2024-01-06
Electronics,991046,97,951.9,2023-11-19
Electronics,449213,10,738.22,2024-03-15
Electronics,454735,93,131.56,2024-05-09
Clothing,572306,52,858.71,2023-07-03
Groceries,533803,60,440.52,2024-01-23
Clothing,276049,34,223.09,2024-02-19
Electronics,112794,70,612.33,2023-08-23
Groceries,762868,74,638.91,2023-08-28
Clothing,359538,79,865.16,2024-03-22
Home Appliances,064076,99,210.1,2023-10-18
Electronics,185792,50,649.9,2023-11-08
Clothing,885244,99,458.1,2023-12-09
Electronics,126104,65,817.14,2023-10-20
Groceries,401603,35,862.71,2023-10-02
Clothing,092556,12,700.28,2023-07-18
Groceries,318158,88,640.59,2023-08-29
Groceries,440597,78,533.11,2024-03-02
Groceries,263941,80,657.74,2024-03-29
Home Appliances,790900,22,532.6,2023-06-26
Groceries,110597,38,717.01,2023-09-22
Groceries,181252,21,299.22,2024-04-23
Home Appliances,660154,87,82.86,2023-12-19
Electronics,887036,97,905.02,2023-08-21
Groceries,574943,68,493.41,2023-12-25
Electronics,887027,30,432.96,2023-09-13
Electronics,860779,27,42.88,2023-06-17
Electronics,091157,26,375.24,2023-06-26
Electronics,416435,98,600.61,2023-09-22
Groceries,398904,63,663.77,2023-09-23
Groceries,377864,92,619.14,2023-08-11
Home Appliances,133863,96,751.6,2023-08-03
Clothing,422861,69,995.93,2023-09-29
Clothing,105496,3,813.6,2024-02-14
Groceries,243239,50,197.37,2023-06-25
Electronics,889406,38,468.04,2023-06-18
Electronics,783302,41,195.05,2023-07-08
Clothing,128784,43,20.13,2023-12-02
Clothing,571034,76,25.23,2023-07-03
Clothing,639225,28,414.18,2024-02-27
Electronics,468642,29,451.04,2023-06-02
Home Appliances,462609,57,249.87,2023-11-02
Electronics,658412,11,189.59,2024-01-26
Electronics,696921,5,880.37,2024-05-02
Clothing,270185,85,832.56,2024-02-20
Electronics,755203,97,874.84,2023-12-01
Home Appliances,452441,81,122.14,2024-04-17
Electronics,966048,56,452.58,2023-09-05
Clothing,443563,4,992.63,2023-07-15
Electronics,863627,21,726.57,2024-05-05
Groceries,083991,28,583.34,2023-07-23
Groceries,991771,12,929.79,2023-08-01
Clothing,597244,24,782.31,2023-12-09
Electronics,483442,36,964.65,2024-04-30
Clothing,862649,96,939.88,2023-12-29
Electronics,730464,10,121.62,2024-04-30
Groceries,281754,73,456.58,2023-07-14
Electronics,471290,60,783.16,2023-06-14
Clothing,260531,26,510.13,2023-12-17
Electronics,225661,47,784.53,2024-01-25
Home Appliances,124929,3,147.33,2024-05-11
Electronics,437875,60,353.71,2024-03-27
Home Appliances,726093,32,501.54,2023-05-31
Groceries,573252,99,672.89,2023-10-01
Electronics,201890,23,835.77,2024-03-20
Clothing,587117,68,455.22,2023-07-27
Groceries,825415,60,803.76,2024-05-09
Electronics,558895,29,783.2,2023-06-05
Home Appliances,428937,28,622.17,2023-11-10
Electronics,997705,91,384.06,2023-07-16
Electronics,055217,15,434.4,2023-05-19
Electronics,961522,19,832.09,2023-08-26
Home Appliances,826406,30,97.62,2023-06-20
Clothing,858294,57,596.47,2023-08-27
Electronics,160303,22,59.89,2024-04-21
Groceries,007282,40,331.58,2024-04-23
Home Appliances,721233,8,357.13,2023-07-19
Clothing,920932,78,206.54,2024-04-30
Clothing,188208,13,194.87,2024-01-22
Home Appliances,162366,26,679.21,2023-08-22
Home Appliances,703574,27,576.29,2024-03-11
Home Appliances,661083,45,609.64,2023-09-24
Home Appliances,491433,81,982.21,2023-08-30
Groceries,249822,18,550.06,2023-11-16
Home Appliances,134843,70,263.92,2024-03-21
Electronics,996100,92,724.9,2023-09-16
Home Appliances,297850,46,52.66,2023-12-12
Groceries,334871,68,702.59,2023-12-08
Clothing,792677,21,634.6,2023-07-25
Groceries,594407,28,207.07,2023-09-22
Groceries,733887,90,253.6,2023-06-18
Clothing,035250,95,329.7,2024-03-24
Electronics,384248,59,201.21,2024-02-16
Electronics,201806,68,547.3,2023-06-19
Clothing,066836,84,802.06,2024-02-19
Electronics,811349,80,243.15,2024-04-19
Groceries,110893,83,694.3,2024-03-26
Electronics,670391,72,204.6,2023-08-22
Clothing,926375,99,361.75,2023-12-07
Clothing,970484,40,269.72,2023-11-26
Clothing,146339,33,716.96,2023-11-18
Clothing,411277,74,460.87,2023-08-09
Clothing,057714,81,387.57,2023-10-30
Groceries,459450,72,803.14,2023-06-20
Electronics,927393,34,951.27,2023-11-29
Groceries,257421,62,119.76,2024-03-04
Electronics,914650,80,48.71,2024-05-07
Electronics,813859,3,644.48,2023-11-04
Groceries,081634,99,239.77,2024-01-19
Groceries,726215,52,486.4,2023-06-15
Electronics,797914,12,912.17,2024-02-27
Groceries,747768,84,843.09,2023-08-10
Electronics,764564,31,456.33,2023-07-23
Groceries,276870,38,29.16,2023-12-17
Groceries,832233,77,113.53,2024-01-30
Home Appliances,554383,63,196.45,2024-04-21
Groceries,930523,53,336.05,2024-02-15
Groceries,263112,24,399.28,2024-04-23
Home Appliances,142799,31,750.26,2024-02-10
Electronics,916235,38,563.52,2023-12-16
Electronics,533344,18,719.33,2024-03-12
Groceries,966479,63,53.66,2023-10-26
Groceries,484161,59,796.0,2024-04-03
Home Appliances,048725,37,177.11,2023-10-08
Groceries,370687,89,791.03,2024-03-17
Electronics,343355,66,797.58,2024-04-28
Clothing,289286,73,212.18,2023-08-16
Groceries,102077,89,846.56,2024-02-13
Electronics,110426,38,26.32,2023-06-05
Groceries,571944,88,402.2,2023-08-09
Electronics,118651,4,823.61,2023-09-04
Electronics,597141,54,258.01,2023-09-12
Clothing,890077,21,93.27,2023-09-14
Electronics,845133,71,887.92,2023-07-17
Home Appliances,802202,40,410.7,2023-10-29
Electronics,335695,94,925.68,2023-12-01
Electronics,529699,82,511.87,2023-07-21
Electronics,733962,68,819.46,2023-11-21
Electronics,318397,22,124.9,2023-12-06
Clothing,784196,36,64.8,2024-01-09
Clothing,021896,39,621.83,2023-10-20
Clothing,095582,19,427.09,2024-02-22
Clothing,269273,66,597.18,2024-04-13
Groceries,032494,55,805.34,2024-05-06
