Category,Product_ID,Sales_Quantity,Sales_Price,Sale_Date,Customer_ID,Supplier_ID
Home Appliances,126057,33,310.12,2023-10-20,DGGG,YZX
Groceries,522741,98,287.25,2023-11-24,FCGA,WXZ
Clothing,755638,99,500.37,2023-11-02,BBBF,WWZ
Electronics,884010,13,559.36,2024-02-21,GBGH,YYX
Clothing,818863,67,902.48,2023-11-06,ACGB,XXX
Clothing,258433,56,437.67,2024-01-22,EEDB,ZWZ
Electronics,146382,12,470.06,2023-06-05,FDAC,WZY
Groceries,237621,6,31.38,2023-07-18,CFCA,YYX
Home Appliances,134555,26,367.52,2023-08-26,HAAF,YYX
Clothing,342313,4,734.4,2023-08-10,GGEB,YWZ
Electronics,587865,70,497.44,2024-01-20,BFAA,WXZ
Clothing,467123,76,770.83,2024-04-10,CDGB,WWY
Electronics,551766,85,458.01,2023-09-01,HFGB,YWW
Groceries,882905,33,989.96,2023-07-04,BEFB,XZZ
Clothing,392566,99,646.48,2023-11-06,HFCC,ZYZ
Clothing,349649,40,453.99,2023-10-07,FFHH,WXX
Groceries,074016,24,433.22,2023-06-13,AECC,ZZX
Electronics,102886,55,700.27,2024-02-05,GCAH,YXY
Groceries,210359,99,958.02,2023-06-04,BDEC,WWZ
Clothing,641764,37,902.5,2023-10-09,DDAB,YYW
Home Appliances,672386,55,85.18,2023-08-11,AFFF,YXX
Groceries,932091,87,157.23,2024-05-05,FFGF,WWX
Electronics,044080,80,977.03,2023-07-31,FHBG,XYZ
Clothing,543023,8,382.32,2023-10-14,BHCB,XYW
Groceries,434509,73,973.54,2024-04-06,DBEB,WYW
Groceries,568260,82,816.91,2024-02-11,HHHF,YXZ
Electronics,645849,59,400.05,2023-07-02,EABG,WXX
Groceries,792745,47,405.93,2024-04-17,HFBB,XZY
Home Appliances,286637,43,890.58,2023-09-27,HFEB,YXZ
Clothing,584385,14,46.67,2024-04-11,DGFB,ZXZ
Home Appliances,648647,61,426.98,2023-08-31,GGBB,XYW
Groceries,508560,7,620.68,2023-11-23,CGEC,XYX
Home Appliances,646348,26,667.44,2023-10-08,ABBD,YZZ
Electronics,922120,36,11.46,2023-07-13,EHAD,XZZ
Electronics,666294,28,102.46,2023-11-10,AADB,ZYX
Groceries,660311,70,806.54,2023-11-20,EDEG,XZW
Home Appliances,685482,38,571.83,2023-06-28,CBGH,WWY
Electronics,461409,32,156.14,2023-10-04,EHEG,ZWW
Clothing,550981,61,506.09,2023-07-10,FAEB,WYY
Home Appliances,242543,83,142.79,2023-05-17,BGEH,WXY
Electronics,594883,95,410.51,2024-02-28,DGFD,ZZZ
Groceries,853772,73,136.76,2023-10-06,HCCE,ZWY
Clothing,840318,30,718.11,2024-04-14,HECG,WYW
Groceries,711085,53,724.7,2023-12-04,ECGC,WZX
Clothing,636746,50,807.33,2023-09-26,AHGA,XWW
Home Appliances,492969,61,544.6,2023-09-20,DGCD,ZYW
Clothing,549009,16,572.09,2023-06-04,EEDG,ZZY
Groceries,000245,27,251.94,2024-04-08,HDDC,XXZ
Home Appliances,152059,43,328.16,2024-04-10,ADBH,ZXZ
Home Appliances,799730,38,237.41,2024-04-18,DBAD,YZY
Electronics,340080,82,214.7,2023-05-29,AAEH,ZYX
Clothing,290872,40,988.46,2024-03-24,DDEF,YZZ
Home Appliances,890785,46,736.73,2024-05-10,EDFD,WXY
Clothing,999883,19,499.13,2023-11-18,DCBF,ZXX
Electronics,619929,14,571.24,2023-09-07,FHDE,XXW
Clothing,092247,4,225.92,2023-11-10,HGBF,WZZ
Electronics,273296,86,282.16,2023-09-01,HBCA,XWW
Home Appliances,444395,78,302.32,2023-06-30,AFGA,XYY
Groceries,379109,11,24.8,2024-03-15,HBBD,ZXY
Groceries,091897,88,513.43,2024-01-12,DGEA,WYW
Groceries,235147,23,859.91,2023-08-21,EGCE,XXZ
Electronics,100857,1,391.81,2024-04-17,EBGH,ZZX
Clothing,971964,52,859.41,2023-08-28,HCDA,WXZ
Clothing,424386,17,139.51,2023-09-08,CGAA,WYZ
Groceries,701424,39,132.54,2023-12-07,DDGA,XZW
Groceries,628425,48,913.02,2024-04-10,BHDD,XWW
Groceries,093378,28,455.43,2024-04-16,GCBG,YYX
Groceries,006408,64,875.46,2023-12-17,BABA,WXZ
Electronics,340073,93,83.65,2023-12-02,AAAC,ZXX
Clothing,285956,78,941.55,2023-05-21,FBEA,XYY
Groceries,923794,39,681.29,2023-07-16,CFHG,ZYZ
Groceries,378188,86,831.66,2023-06-24,FHBA,YXX
Clothing,136506,52,51.33,2023-08-30,EEAF,ZWW
Groceries,851213,98,166.96,2023-12-16,DGEE,YZX
Home Appliances,244713,74,988.49,2023-06-06,BDCE,ZYW
Clothing,200891,2,657.39,2023-06-01,FHCA,ZZW
Groceries,710073,87,946.38,2023-11-08,EEDH,YXX
Electronics,427864,99,687.61,2023-10-16,FGCE,ZXX
Electronics,854709,96,968.85,2023-07-25,HAGB,XWW
Clothing,629613,44,656.1,2023-10-16,GBAA,ZYZ
Groceries,849076,33,485.79,2024-01-28,GCHA,ZWW
Electronics,015210,87,874.92,2023-07-06,CADC,YXW
Electronics,440013,11,799.19,2023-12-16,ECFG,YWZ
Electronics,906806,99,767.49,2023-08-12,BCFH,XWW
Electronics,610853,5,426.73,2023-12-02,FFFF,YXZ
Electronics,943131,35,615.65,2023-05-27,BACA,YZY
Electronics,541484,60,781.07,2024-03-03,EGHG,YWZ
Home Appliances,385564,90,642.14,2024-04-22,CEEF,ZZZ
Electronics,845409,96,819.92,2024-01-25,FCDB,ZYX
Electronics,439633,45,478.69,2023-09-12,ACFF,YZZ
Electronics,408976,53,764.24,2024-04-25,EEGE,YWY
Clothing,956625,43,91.07,2024-01-27,HFFG,YZZ
Electronics,802689,30,903.02,2024-03-09,GDHF,WYZ
Groceries,687485,33,808.13,2023-05-27,EFCC,XZY
Electronics,885650,44,896.94,2023-06-25,FHBG,ZZX
Home Appliances,944244,89,130.83,2023-05-31,BFGC,YZX
Electronics,787440,15,873.39,2024-03-16,FDAG,XXY
Electronics,093260,21,152.26,2023-06-21,HAGA,ZZW
Groceries,152055,21,466.85,2023-08-05,BDFD,ZYY
Groceries,923890,42,354.34,2023-12-05,AADE,XWX
Electronics,247492,1,515.15,2023-11-25,EBDF,YYZ
Clothing,078401,89,561.12,2023-09-05,ABGF,XYZ
Home Appliances,649320,17,814.89,2024-03-08,DHCF,ZZW
Electronics,527206,37,108.94,2023-06-18,HBDC,YZW
Groceries,855127,84,358.6,2023-11-03,BEFC,WXW
Electronics,703255,24,620.72,2023-08-12,CABE,YWX
Electronics,463245,83,80.01,2024-03-05,EEDG,YYY
Electronics,323576,33,939.02,2023-08-24,CFGH,ZYX
Clothing,930633,60,593.49,2023-06-21,BHED,ZZZ
Clothing,726146,66,650.85,2024-03-30,CCHF,YWY
Electronics,195429,90,848.53,2023-07-08,BAEA,ZWY
Home Appliances,107747,8,97.35,2023-07-01,BBGD,WWY
Groceries,374913,74,22.49,2024-03-07,GGHD,ZWZ
Electronics,312319,8,472.76,2023-10-14,DDDB,YXX
Groceries,718897,95,348.83,2024-04-06,AFBF,ZWX
Clothing,448932,80,631.76,2024-02-01,HCAC,ZXW
Electronics,866979,65,878.93,2023-09-06,BHHC,ZYZ
Home Appliances,026006,43,171.06,2023-10-24,CCFA,ZWZ
Electronics,069618,5,648.42,2024-04-21,FDAB,WZY
Groceries,114032,72,568.91,2023-10-31,AACA,ZXZ
Groceries,878659,47,452.19,2023-11-12,AHFD,ZWW
Electronics,406260,96,243.38,2024-04-01,BFCE,ZZY
Clothing,083365,73,98.71,2024-03-19,BHDF,ZYW
Home Appliances,089022,68,658.32,2023-07-31,DDEE,XXX
Clothing,600243,68,312.89,2023-09-19,ACHF,ZZW
Electronics,160700,21,545.45,2023-08-15,CFBG,ZZX
Clothing,142494,47,54.79,2023-06-21,FHEB,XXZ
Clothing,652636,24,470.47,2023-12-02,CHHE,YWZ
Clothing,927175,5,985.71,2023-08-10,GHDC,ZYX
Home Appliances,344078,36,229.41,2024-04-26,GFDH,ZXY
Home Appliances,484629,53,725.19,2023-10-02,HGBD,YYX
Electronics,742312,53,455.3,2023-12-27,DCBF,WZY
Home Appliances,424104,7,250.82,2024-04-17,BEEE,ZYW
Clothing,474355,12,83.83,2023-12-05,HEGB,ZWZ
Groceries,156408,78,310.42,2024-04-06,BEDB,WZW
Clothing,858189,16,338.74,2024-01-03,BCHC,ZYX
Clothing,105787,1,969.75,2023-06-08,GGBF,ZYY
Home Appliances,795087,95,251.53,2023-08-10,FFFD,YWX
Electronics,640075,38,369.45,2023-06-10,BBCA,XZX
Electronics,807901,78,533.46,2023-09-04,ADBG,ZYX
Clothing,255531,33,449.85,2024-05-02,ACFF,ZZZ
Electronics,660594,20,535.0,2024-03-31,BBDG,YZW
Groceries,280962,61,63.94,2023-11-09,GGGF,WYX
Electronics,144959,29,330.54,2023-06-09,FACA,ZXX
Groceries,660857,1,643.23,2024-04-08,DABC,XZY
Clothing,575389,42,792.58,2023-08-31,ECEF,WZY
Groceries,428098,66,365.11,2023-11-13,CCCH,YWY
Clothing,670139,83,171.41,2024-01-15,DAAB,XXW
Electronics,757989,46,487.15,2023-08-11,DAGH,ZZW
Electronics,118874,83,810.65,2023-11-29,GGDE,WYX
Electronics,721612,55,488.28,2023-05-27,CGHG,WYY
Clothing,830432,67,424.74,2023-08-22,BDCC,XXZ
Clothing,799683,23,82.48,2024-02-26,DECA,ZWW
Clothing,848394,39,522.63,2023-07-02,BCBG,WWW
Groceries,705126,92,133.18,2023-06-15,DDED,ZZZ
Electronics,409617,91,601.95,2023-08-28,CBBH,WZZ
Electronics,752449,40,704.16,2023-11-18,AFGF,XWX
Groceries,815734,91,566.46,2024-01-01,BBFG,ZXY
Home Appliances,398779,53,840.04,2024-02-21,AFGB,YXZ
Clothing,459618,9,721.42,2024-01-30,ADBB,XWX
Clothing,610545,44,674.0,2024-03-19,EFAG,ZWX
Electronics,873069,75,377.17,2023-05-28,HFGF,XWY
Groceries,648998,36,943.56,2023-07-15,BCAG,ZZY
Home Appliances,265214,16,369.04,2023-05-16,BCHB,WYW
Groceries,213049,2,905.8,2023-08-27,EHGC,XWZ
Groceries,769713,15,142.55,2024-02-20,GDDC,YWY
Electronics,278676,2,262.7,2023-11-30,GBFF,ZWZ
Clothing,336967,89,548.77,2023-11-07,GEHA,XXZ
Electronics,121440,94,418.13,2023-09-10,DAGC,ZXX
Groceries,703252,67,459.59,2024-03-27,BFCH,WYX
Home Appliances,383808,13,521.95,2023-07-16,CBCA,XXW
Clothing,062320,77,150.67,2024-01-08,FEGA,XWY
Groceries,950580,97,340.71,2023-11-14,EFFF,YZY
Electronics,925951,52,962.32,2024-03-29,AEBF,WWW
Groceries,725843,35,953.59,2024-02-05,HHCH,XYZ
Electronics,271808,37,210.91,2023-11-19,FAHG,ZWW
Groceries,330813,73,494.63,2023-07-16,DBBG,WXY
Clothing,145831,35,338.01,2023-10-12,ECGF,WXW
Electronics,933523,54,622.1,2024-04-20,FBHB,WXX
Clothing,240354,12,627.37,2023-07-03,DDHG,ZWX
Electronics,692698,23,681.56,2024-01-30,CHCH,YWY
Groceries,549867,33,721.78,2023-11-03,ECAE,XYX
Groceries,373842,7,862.78,2024-02-18,BHGD,XZW
Groceries,227005,27,503.58,2024-05-03,ECBD,WZX
Groceries,847355,4,208.99,2023-12-02,CFBF,ZYX
Groceries,895897,22,979.07,2023-12-03,FABD,YYX
Groceries,830425,56,722.32,2023-07-03,CHHG,ZWW
Clothing,926915,61,561.29,2023-06-17,DDDF,ZYW
Home Appliances,988068,49,962.69,2023-11-04,BGBA,WXX
Home Appliances,826322,94,470.11,2023-05-20,CEFC,YXZ
Clothing,976295,37,221.65,2023-10-21,DAEC,XWX
Clothing,999864,64,634.43,2024-02-24,CBDB,XXY
Electronics,430814,63,132.43,2023-09-01,DCHH,WYY
Electronics,343946,90,34.79,2023-06-25,BFGH,YWY
Electronics,939542,36,693.88,2023-05-20,FCAG,XYW
Electronics,714927,16,178.28,2023-11-19,GFCF,WXY
Home Appliances,729715,96,29.96,2024-01-24,HCCB,WWZ
Home Appliances,173399,49,355.15,2024-03-14,FAFD,ZWZ
Groceries,716205,30,466.02,2023-11-03,BEHA,YYY
Clothing,398696,96,191.48,2024-05-07,CHCF,WWY
Home Appliances,963624,80,602.87,2023-11-08,HAAC,XZY
Groceries,292513,35,361.33,2023-05-29,EHHF,YZW
Groceries,851284,90,284.43,2024-04-17,EHBE,YXW
Groceries,508800,52,210.63,2024-01-26,AAGG,YZW
Groceries,362280,5,667.13,2024-02-23,EACD,ZYX
Clothing,473599,11,281.6,2023-08-14,CDHE,WZW
Clothing,865661,64,440.35,2023-11-15,HBBD,YXW
Electronics,396110,4,507.23,2023-10-14,GGCD,YZZ
Electronics,264416,89,188.35,2023-10-15,AAFF,WZY
Groceries,886371,66,609.11,2023-12-31,ACCH,ZYY
Clothing,325322,50,158.57,2023-06-12,GACH,ZYZ
Electronics,897253,39,404.24,2023-11-13,AEEF,YXX
Groceries,262452,21,164.89,2024-03-12,HAGA,XZW
Groceries,293230,37,408.9,2023-06-08,AEDE,ZXW
Electronics,830811,84,430.24,2023-11-12,GGBG,ZYY
Groceries,455365,50,508.72,2023-06-30,DCDG,YWX
Home Appliances,603158,20,828.46,2023-07-06,BHGF,WWX
Clothing,191449,90,205.23,2023-09-28,FEGG,YWW
Clothing,074981,37,798.92,2023-11-04,ACAH,XYY
Electronics,410502,99,952.15,2024-02-06,GCBD,WZX
Electronics,363936,25,995.57,2023-08-18,EECB,XWW
Groceries,812005,44,471.37,2023-07-12,DEHH,YZY
Home Appliances,660455,32,450.95,2024-03-30,FFFE,WXW
Clothing,761208,33,811.15,2024-01-14,GFDG,WXX
Clothing,090193,77,705.83,2023-11-13,BAEA,XXY
Clothing,998174,62,28.52,2023-09-15,CDEC,ZXY
Electronics,910233,81,424.38,2023-06-10,GGBA,XYX
Electronics,638342,62,474.45,2024-01-21,AABH,ZWZ
Clothing,039752,62,595.14,2023-05-17,DHDH,WYW
Electronics,115013,7,470.06,2023-06-24,BGBD,ZXY
Home Appliances,678633,66,33.48,2024-02-26,HEAF,YWZ
Home Appliances,563276,4,862.81,2024-01-07,GHBB,YWW
Clothing,221246,17,615.95,2023-08-06,BGDF,WZY
Groceries,282613,94,727.38,2023-11-23,AEED,ZXW
Electronics,187320,6,948.08,2023-07-09,GEHH,ZZZ
Groceries,932544,93,642.63,2024-04-03,BGAC,YZX
Groceries,945663,54,63.95,2023-06-04,FBHA,WZX
Groceries,662546,95,564.22,2023-12-21,ADHE,XZW
Electronics,258903,69,389.55,2024-01-03,BDAG,XZZ
Electronics,282695,10,119.79,2023-08-08,DCGC,WYZ
Groceries,709690,63,91.67,2023-08-11,DHBG,XWZ
Groceries,866190,69,948.6,2023-12-05,FECE,XZX
Electronics,694518,85,262.12,2023-12-17,CFDF,WWZ
Electronics,426481,18,896.0,2024-01-14,AEGF,WZW
Home Appliances,849438,20,140.16,2023-08-31,EBHH,ZYZ
Groceries,747839,87,697.65,2023-12-21,FFDF,ZYW
Home Appliances,572307,71,623.29,2023-10-28,BEBC,WZW
Groceries,951508,20,371.47,2024-04-15,DDFE,WWY
Electronics,338151,78,360.78,2024-03-01,ABCE,YYW
Electronics,322040,33,749.68,2023-05-28,GGDG,ZWX
Home Appliances,835623,3,605.53,2023-12-18,GDFH,XZZ
Clothing,199781,42,448.06,2023-06-14,ECFD,ZXW
Groceries,627448,77,32.12,2024-01-09,CGBA,WWW
Clothing,084939,95,777.74,2023-11-08,BABH,ZYY
Groceries,865786,88,94.05,2023-07-03,GHDE,XYY
Home Appliances,757442,64,925.73,2023-06-14,AHCD,ZZY
Clothing,091995,33,367.64,2023-07-20,EBBE,YXY
Groceries,740615,18,968.01,2023-12-09,FBAD,XWY
Clothing,459400,18,419.59,2023-06-16,BEEG,XZZ
Groceries,217013,56,169.07,2024-03-26,HGEH,ZXZ
Groceries,081907,72,391.32,2023-05-31,AHED,XZW
Electronics,579562,53,248.98,2023-06-28,FFGA,YXW
Groceries,008044,43,785.78,2023-11-14,FCDH,WWX
Clothing,150151,72,808.04,2023-10-03,EAAH,WXY
Clothing,224540,79,24.86,2023-08-24,EDBH,WYX
Groceries,106816,61,245.02,2023-05-29,HBBC,YYY
Groceries,353598,31,339.46,2023-05-25,EDHF,YZY
Clothing,671297,69,923.0,2024-04-20,BFFA,ZZY
Groceries,125959,42,332.11,2023-10-26,AADF,YZY
Groceries,836835,66,916.1,2024-03-01,GAFG,ZYX
Clothing,044049,45,939.52,2024-05-06,AHHF,YXW
Electronics,554115,98,267.21,2024-04-28,EGGF,ZZZ
Electronics,499616,88,170.2,2023-07-11,BCAH,ZXW
Groceries,029587,35,216.66,2023-05-24,FHEB,XXZ
Groceries,065552,55,215.99,2023-05-22,CGAB,XZY
Groceries,065436,34,342.77,2023-09-20,GHCB,YYZ
Clothing,080840,55,213.54,2024-01-03,GEFH,XYX
Groceries,859202,27,644.27,2023-12-31,HHFC,XYZ
Home Appliances,347903,16,565.56,2023-09-06,CDGG,XYY
Clothing,103029,57,696.34,2023-10-31,GCAB,XZY
Electronics,694371,87,433.6,2023-11-20,GGAG,XWW
Electronics,090406,72,566.26,2023-06-21,ACFH,XWZ
Home Appliances,298939,46,223.34,2023-08-26,GCAC,WXY
Clothing,907394,30,931.18,2024-03-08,CFDF,WWZ
Groceries,664719,23,870.68,2023-10-29,DGHD,ZZY
Groceries,927887,1,683.96,2023-10-05,BCEC,WYZ
Home Appliances,067536,95,612.46,2023-06-02,EFEA,WWY
Home Appliances,863031,73,124.61,2024-02-19,BEFE,WXY
Home Appliances,217693,76,872.7,2024-04-16,BHHC,YZZ
Groceries,036377,50,515.81,2023-08-18,EADD,WYY
Clothing,088151,10,679.91,2023-11-30,BCBB,ZXY
Clothing,619653,31,733.25,2023-07-23,ECDD,ZYW
Electronics,081624,73,657.36,2024-04-14,GHGA,ZXZ
Electronics,174018,30,881.48,2023-06-27,GGDF,ZWY
Electronics,250040,5,589.26,2023-08-07,EBEE,YYZ
Clothing,186143,55,93.56,2023-06-21,AABD,ZWY
Groceries,709607,84,793.68,2024-03-29,CBGA,WXY
Home Appliances,887948,55,546.38,2023-11-11,GGFH,ZWX
Electronics,853443,94,513.19,2024-04-09,DCCD,XWZ
Groceries,406013,93,321.84,2023-07-01,AHHB,XZY
Home Appliances,495372,50,273.43,2024-04-02,DAGG,ZZY
Groceries,716351,36,867.07,2023-08-22,EGBG,ZWZ
Clothing,316874,66,793.54,2023-11-15,GGGF,YYW
Electronics,093125,75,510.67,2023-10-17,HBDF,YYY
Home Appliances,455849,9,360.11,2023-05-18,ACCF,XXX
Groceries,811857,83,410.53,2023-08-16,GAGB,XYZ
Clothing,494225,99,821.92,2023-07-31,GBAA,ZXW
Home Appliances,382336,9,987.31,2023-10-22,DECD,WYZ
Clothing,272557,19,238.2,2023-07-26,ECHD,XYY
Groceries,058218,19,188.05,2024-03-02,FDDF,WYY
Electronics,365914,80,81.19,2024-03-05,FBBF,YWW
Clothing,225014,37,596.55,2023-10-03,GGCA,ZWZ
Groceries,894453,30,631.43,2024-04-24,HGHG,WZW
Electronics,494110,30,551.95,2023-05-23,HHFC,ZYZ
Groceries,166219,67,436.73,2023-06-21,EAAH,ZZY
Clothing,967483,15,443.91,2024-03-19,CEHH,ZYX
Groceries,093999,39,264.92,2023-11-11,BGEC,ZWZ
Groceries,267894,84,715.52,2023-12-04,DGAB,ZYX
Home Appliances,100894,4,858.5,2023-07-14,HDEB,ZZX
Groceries,279426,18,792.54,2023-09-20,DFEF,ZZW
Home Appliances,646159,39,479.1,2023-06-26,HACA,ZXX
Home Appliances,458670,58,654.89,2023-09-21,FADA,XYZ
Groceries,996641,92,647.02,2024-03-23,FGEA,ZXX
Home Appliances,933966,72,365.32,2023-10-15,GFEG,YWW
Electronics,223734,10,197.48,2024-05-13,GFFE,ZWW
Clothing,093392,38,979.29,2023-09-09,FCHF,ZZX
Groceries,741930,42,369.39,2023-06-03,HAFF,ZWX
Home Appliances,317168,9,131.23,2024-02-26,FBBG,ZXW
Electronics,529170,97,183.74,2023-05-18,AGGC,ZWY
Clothing,407334,66,277.16,2023-09-09,DEBE,WXW
Clothing,544212,14,619.09,2024-04-05,HCFA,XYZ
Groceries,586283,46,59.3,2023-06-02,EEDF,ZZZ
Groceries,018877,38,620.43,2024-04-05,GDDA,YZX
Electronics,923557,5,695.49,2023-08-17,BBHA,XWY
Electronics,033544,69,989.31,2023-06-07,DADG,YWY
Groceries,074035,4,691.51,2024-01-08,FBAC,YXX
Groceries,149661,37,149.43,2023-11-04,AFFE,WYY
Electronics,122762,95,764.51,2024-01-14,BEDC,WXY
Electronics,112894,6,134.81,2023-11-25,GHAC,ZYW
Groceries,796412,5,608.14,2024-02-21,ECAE,ZYY
Electronics,399828,15,318.95,2023-11-02,ACGC,WXX
Groceries,109318,64,874.85,2024-03-24,HCDG,YXX
Electronics,380385,34,843.19,2023-08-17,EHFH,YXZ
Groceries,961863,80,601.48,2023-10-23,DAHG,ZXY
Home Appliances,028265,61,794.79,2023-07-11,BEED,XWY
Electronics,527652,75,54.69,2024-05-03,BEBA,YYX
Clothing,575516,22,895.82,2023-07-03,CFAA,XXW
Electronics,737471,38,23.55,2024-04-24,BCGE,XYY
Groceries,704613,2,99.33,2023-10-20,AHCF,YYZ
Clothing,782352,15,800.84,2023-06-04,FECC,YZX
Groceries,971792,47,365.81,2023-06-24,GHFH,XWX
Groceries,188394,32,352.24,2024-04-09,BEAD,YYZ
Clothing,142286,98,570.12,2023-09-19,DEFF,WXX
Clothing,845762,6,781.1,2023-05-22,GHBE,WXX
Electronics,841067,12,855.69,2023-06-16,ABBF,ZYW
Electronics,747392,8,442.03,2024-01-16,CFAA,XZX
Electronics,746403,89,304.03,2024-01-15,FDBH,ZWY
Clothing,818730,1,526.27,2023-12-21,CEDB,XXZ
Electronics,351918,21,116.1,2024-01-20,DBDG,YWW
Clothing,926327,98,85.02,2023-08-26,FGHA,XWY
Groceries,495660,14,543.15,2023-05-21,ADAE,ZXZ
Electronics,182893,69,215.91,2023-06-29,EHGA,YXY
Clothing,291524,55,114.43,2023-06-20,BEDE,YZX
Groceries,585877,90,321.48,2024-03-03,HGED,YZY
Home Appliances,020624,17,847.3,2024-03-03,GAAB,WZX
Home Appliances,095817,4,191.05,2023-05-26,GCGC,YYX
Clothing,511239,70,814.45,2024-01-10,EHAG,ZYY
Electronics,544536,54,87.52,2024-01-14,CGBE,ZYW
Clothing,154846,23,34.86,2023-07-31,FGBG,XXX
Clothing,086614,33,649.76,2023-12-14,BCHC,YYW
Clothing,002480,91,625.13,2024-03-14,CFHH,WXW
Groceries,803047,87,919.49,2024-04-30,HHFB,YWX
Groceries,071812,78,158.51,2023-10-19,GAHB,WXZ
Electronics,637358,72,759.79,2023-12-28,EAFB,WWW
Clothing,040748,54,789.53,2023-10-01,GDCA,XYY
Home Appliances,664100,68,140.16,2024-02-04,BGBD,XYX
Electronics,530023,47,259.47,2023-09-30,GBHE,WZY
Groceries,623057,46,168.14,2023-07-14,BAED,YWZ
Clothing,950015,66,208.38,2023-12-06,EAGE,WYW
Electronics,776476,2,229.78,2023-11-21,EHAC,XYZ
Clothing,599019,79,358.6,2024-03-02,GHFC,XXX
Clothing,910713,50,62.04,2023-06-20,CFDH,YWW
Clothing,245879,17,700.51,2023-10-11,EDEG,WYW
Electronics,358010,95,794.71,2024-04-04,GHBB,WXZ
Clothing,560313,24,547.04,2023-08-08,FFBE,ZWZ
Clothing,524900,10,855.71,2023-08-26,AFHC,ZXZ
Clothing,374508,99,697.32,2023-09-18,FDCE,WZX
Groceries,292500,91,423.0,2023-08-30,FEEB,ZYZ
Electronics,804640,58,336.88,2023-07-07,AEAD,XXX
Electronics,230657,60,888.18,2024-03-14,EBHE,ZYY
Groceries,836249,17,343.8,2024-01-11,AGDD,WXZ
Electronics,726296,36,481.48,2023-09-05,ADBB,XXW
Clothing,964792,26,904.5,2024-02-14,ABBH,YYY
Groceries,590106,39,448.47,2023-06-23,CGEB,ZXW
Electronics,362405,69,399.95,2023-11-20,BDCG,YXX
Groceries,148254,31,569.29,2023-08-30,AAAB,ZYX
Electronics,341271,92,335.94,2024-03-19,DGAG,YWZ
Electronics,390953,70,672.42,2023-12-05,FCHB,WZZ
Groceries,261210,88,946.49,2024-02-18,FHBA,ZWX
Groceries,122614,6,88.81,2024-04-08,FGHC,ZXW
Groceries,383403,74,430.03,2023-06-08,CGCH,YWZ
Groceries,602304,75,551.95,2023-12-07,CEGE,WYY
Clothing,021199,90,114.93,2023-09-11,BGEG,WZZ
Groceries,713271,5,62.81,2024-04-19,EGCG,YZX
Electronics,496261,65,392.65,2023-07-11,ADEB,WWW
Home Appliances,282778,68,566.18,2024-03-04,GAGF,YXX
Home Appliances,774338,44,64.64,2024-02-14,BFCG,WYW
Clothing,045338,62,895.82,2023-09-27,BABF,ZWZ
Electronics,323401,54,485.8,2023-09-02,BEAD,ZXZ
Home Appliances,441160,27,814.96,2024-04-28,HDEG,ZYX
Electronics,963540,93,55.76,2024-03-31,HCEB,WZY
Groceries,805818,60,138.94,2024-01-14,BBDH,YYZ
Clothing,787763,35,376.52,2023-06-08,HBFH,XZW
Clothing,274311,7,926.59,2023-10-03,FEHA,WWW
Groceries,128657,77,507.87,2024-03-25,CCDH,XWX
Groceries,521611,80,518.43,2023-09-15,GEAG,YXW
Groceries,376579,40,425.81,2024-04-01,BGEC,ZZY
Home Appliances,021082,31,503.5,2023-08-15,CEDE,WYW
Clothing,296448,56,347.68,2024-05-08,CGGC,YXX
Groceries,273593,88,897.16,2023-06-09,BDFG,ZYZ
Clothing,520168,83,333.07,2024-04-21,GBAG,XYX
Clothing,151544,38,440.06,2023-11-05,DDCD,YXX
Electronics,070832,53,998.19,2024-03-03,GEBC,WXY
Groceries,794948,16,423.36,2024-05-13,EGDD,WZY
Groceries,241948,17,58.78,2024-05-05,HGEF,XYZ
Home Appliances,305823,7,697.7,2023-07-07,GBBH,XWZ
Clothing,618101,21,796.1,2023-09-15,CDBE,WWY
Groceries,017159,26,281.96,2024-03-18,HAEH,YWX
Electronics,296126,38,309.12,2023-08-29,EGAE,XZW
Groceries,223605,64,802.96,2023-12-30,GGFB,ZXZ
Home Appliances,875524,74,247.83,2023-11-03,AFBE,ZZX
Groceries,325234,60,392.58,2024-02-08,CBAG,ZXZ
Clothing,564917,74,89.88,2024-03-15,HBCB,ZXY
Electronics,444099,41,153.54,2023-07-31,CEBC,XXZ
Groceries,029504,28,357.13,2024-03-06,GGHD,XXZ
Clothing,230505,97,658.3,2024-03-09,DCDC,ZZW
Electronics,497419,32,235.74,2023-09-07,GCHE,YXY
Groceries,770247,50,395.09,2023-12-19,EHGF,WYZ
Electronics,750640,80,14.08,2023-08-19,HBEF,WYY
Electronics,874683,16,509.83,2024-03-04,ECCE,XXY
Clothing,777526,65,712.02,2024-05-13,BGAF,YXW
Home Appliances,453496,60,10.36,2023-07-13,BHCE,WXX
Clothing,755280,23,83.11,2023-12-13,EHEC,YXW
Clothing,056122,26,362.21,2023-11-24,AAHC,YZX
Clothing,844248,2,14.64,2023-05-29,BEFG,YZX
Groceries,311293,6,531.59,2024-01-18,CCBF,ZZZ
Groceries,090953,52,80.51,2024-03-30,CCBG,YXY
Groceries,342469,4,953.78,2023-09-29,BGGE,ZWZ
Clothing,412208,31,42.66,2023-11-19,ACFA,ZZY
Groceries,808515,21,157.78,2024-03-30,BAEF,YXY
Groceries,688713,11,729.82,2024-04-07,HFCA,XXZ
Electronics,817894,33,448.0,2024-02-21,EDDB,ZWY
Clothing,446244,17,150.2,2023-06-18,BCHG,XYW
